LST Per-LCZ-Class Histogram Data
Temperature range: -189 to 211 F
LCZ classes: [1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18]

LCZ_CLASS 1 (Compact high-rise) total_pixels=8639972
Temp(F)	Count	Probability
-103	378	0.0000185801
-102	344	0.0000169088
-101	293	0.0000144020
-100	276	0.0000135664
-99	298	0.0000146478
-98	294	0.0000144512
-97	239	0.0000117477
-96	269	0.0000132223
-95	203	0.0000099782
-94	210	0.0000103223
-93	225	0.0000110596
-92	198	0.0000097324
-91	188	0.0000092409
-90	202	0.0000099290
-89	116	0.0000057018
-88	100	0.0000049154
-87	107	0.0000052594
-86	140	0.0000068815
-85	170	0.0000083561
-84	204	0.0000100273
-83	257	0.0000126325
-82	289	0.0000142054
-81	253	0.0000124359
-80	191	0.0000093883
-79	238	0.0000116986
-78	278	0.0000136647
-77	376	0.0000184818
-76	297	0.0000145986
-75	274	0.0000134681
-74	252	0.0000123867
-73	234	0.0000115019
-72	263	0.0000129274
-71	147	0.0000072256
-70	154	0.0000075697
-69	249	0.0000122392
-68	159	0.0000078154
-67	114	0.0000056035
-66	121	0.0000059476
-65	141	0.0000069307
-64	148	0.0000072747
-63	200	0.0000098307
-62	185	0.0000090934
-61	229	0.0000112562
-60	228	0.0000112070
-59	294	0.0000144512
-58	335	0.0000164665
-57	211	0.0000103714
-56	161	0.0000079137
-55	179	0.0000087985
-54	109	0.0000053577
-53	102	0.0000050137
-52	90	0.0000044238
-51	88	0.0000043255
-50	113	0.0000055544
-49	97	0.0000047679
-48	146	0.0000071764
-47	129	0.0000063408
-46	128	0.0000062917
-45	262	0.0000128782
-44	456	0.0000224140
-43	673	0.0000330804
-42	711	0.0000349482
-41	367	0.0000180394
-40	317	0.0000155817
-39	405	0.0000199072
-38	317	0.0000155817
-37	252	0.0000123867
-36	260	0.0000127799
-35	279	0.0000137139
-34	277	0.0000136155
-33	212	0.0000104206
-32	202	0.0000099290
-31	413	0.0000203004
-30	515	0.0000253141
-29	861	0.0000423213
-28	495	0.0000243310
-27	354	0.0000174004
-26	195	0.0000095850
-25	162	0.0000079629
-24	202	0.0000099290
-23	284	0.0000139596
-22	284	0.0000139596
-21	185	0.0000090934
-20	245	0.0000120426
-19	202	0.0000099290
-18	280	0.0000137630
-17	389	0.0000191208
-16	591	0.0000290498
-15	727	0.0000357347
-14	697	0.0000342601
-13	753	0.0000370127
-12	643	0.0000316058
-11	824	0.0000405026
-10	1003	0.0000493011
-9	977	0.0000480231
-8	1278	0.0000628183
-7	1553	0.0000763355
-6	2018	0.0000991920
-5	2417	0.0001188043
-4	3362	0.0001652544
-3	4607	0.0002264506
-2	5294	0.0002602192
-1	5735	0.0002818959
1	6188	0.0003041625
2	7128	0.0003503669
3	8277	0.0004068444
4	7955	0.0003910169
5	7450	0.0003661943
6	6757	0.0003321309
7	6799	0.0003341953
8	7034	0.0003457464
9	6572	0.0003230375
10	5912	0.0002905961
11	5378	0.0002643481
12	4730	0.0002324965
13	4469	0.0002196674
14	4051	0.0001991212
15	5146	0.0002529444
16	6363	0.0003127644
17	9087	0.0004466588
18	10642	0.0005230926
19	13841	0.0006803350
20	19224	0.0009449288
21	22473	0.0011046289
22	21094	0.0010368461
23	20915	0.0010280476
24	26567	0.0013058637
25	29927	0.0014710198
26	23664	0.0011631708
27	23021	0.0011315651
28	28904	0.0014207357
29	33134	0.0016286554
30	42105	0.0020696124
31	51451	0.0025290020
32	58933	0.0028967692
33	64520	0.0031713904
34	66074	0.0032477751
35	70707	0.0034755037
36	72988	0.0035876231
37	81413	0.0040017422
38	88563	0.0043531905
39	92206	0.0045322570
40	87525	0.0043021690
41	84367	0.0041469419
42	84131	0.0041353417
43	84175	0.0041375044
44	86683	0.0042607817
45	93198	0.0045810174
46	103021	0.0050638532
47	115400	0.0056723257
48	127057	0.0062453092
49	133160	0.0065452936
50	142113	0.0069853658
51	151942	0.0074684966
52	165178	0.0081190937
53	172824	0.0084949221
54	177150	0.0087075606
55	183350	0.0090123129
56	188481	0.0092645201
57	192852	0.0094793705
58	197123	0.0096893055
59	198175	0.0097410151
60	189653	0.0093221281
61	192980	0.0094856621
62	191871	0.0094311508
63	201848	0.0099215563
64	210307	0.0103373466
65	217440	0.0106879592
66	227998	0.0112069230
67	234721	0.0115373826
68	242491	0.0119193061
69	243907	0.0119889076
70	245387	0.0120616549
71	235666	0.0115838328
72	237078	0.0116532377
73	236556	0.0116275795
74	240598	0.0118262583
75	247879	0.0121841457
76	259000	0.0127307829
77	267622	0.0131545853
78	277490	0.0136396330
79	287261	0.0141199129
80	298238	0.0146594720
81	306477	0.0150644485
82	305204	0.0150018759
83	305088	0.0149961741
84	295815	0.0145403728
85	292997	0.0144018579
86	290862	0.0142969150
87	288926	0.0142017536
88	287650	0.0141390336
89	288706	0.0141909398
90	286008	0.0140583234
91	284934	0.0140055324
92	280081	0.0137669900
93	281335	0.0138286286
94	281733	0.0138481918
95	284735	0.0139957509
96	287038	0.0141089516
97	286464	0.0140807374
98	295222	0.0145112247
99	303675	0.0149267201
100	308264	0.0151522860
101	308560	0.0151668354
102	307627	0.0151209751
103	303744	0.0149301117
104	297929	0.0146442835
105	283536	0.0139368157
106	273264	0.0134319099
107	262495	0.0129025748
108	245598	0.0120720263
109	233457	0.0114752525
110	220618	0.0108441694
111	210540	0.0103487994
112	194458	0.0095583111
113	180447	0.0088696200
114	163115	0.0080176898
115	152272	0.0074847173
116	138760	0.0068205538
117	131068	0.0064424643
118	121947	0.0059941343
119	115820	0.0056929702
120	111669	0.0054889336
121	106516	0.0052356451
122	104813	0.0051519365
123	103197	0.0050725043
124	102543	0.0050403578
125	96432	0.0047399801
126	92801	0.0045615034
127	86712	0.0042622071
128	83931	0.0041255110
129	77597	0.0038141721
130	74639	0.0036687757
131	68681	0.0033759185
132	61512	0.0030235364
133	53213	0.0026156106
134	43924	0.0021590228
135	35083	0.0017244558
136	27320	0.0013428764
137	21910	0.0010769554
138	17164	0.0008436724
139	13519	0.0006645075
140	10578	0.0005199468
141	8641	0.0004247363
142	7234	0.0003555772
143	5888	0.0002894164
144	4481	0.0002202573
145	3652	0.0001795090
146	2169	0.0001066142
147	1527	0.0000750576
148	1117	0.0000549046
149	768	0.0000377500
150	569	0.0000279684
151	403	0.0000198089
152	324	0.0000159258
153	308	0.0000151393
154	248	0.0000121901
155	161	0.0000079137
156	136	0.0000066849
157	70	0.0000034408
158	32	0.0000015729
159	35	0.0000017204
160	11	0.0000005407
161	15	0.0000007373
162	4	0.0000001966
164	1	0.0000000492

LCZ_CLASS 5 (Open mid-rise) total_pixels=16910931
Temp(F)	Count	Probability
-189	17547	0.0010376129
-188	31	0.0000018331
-187	21	0.0000012418
-186	30	0.0000017740
-185	43	0.0000025427
-184	31	0.0000018331
-183	32	0.0000018923
-182	15	0.0000008870
-181	21	0.0000012418
-180	22	0.0000013009
-179	19	0.0000011235
-178	15	0.0000008870
-177	18	0.0000010644
-176	29	0.0000017149
-175	36	0.0000021288
-174	30	0.0000017740
-173	16	0.0000009461
-172	27	0.0000015966
-171	46	0.0000027201
-170	21	0.0000012418
-169	29	0.0000017149
-168	12	0.0000007096
-167	11	0.0000006505
-166	24	0.0000014192
-165	31	0.0000018331
-164	22	0.0000013009
-163	10	0.0000005913
-162	34	0.0000020105
-161	26	0.0000015375
-160	29	0.0000017149
-159	26	0.0000015375
-158	25	0.0000014783
-157	46	0.0000027201
-156	27	0.0000015966
-155	34	0.0000020105
-154	38	0.0000022471
-153	41	0.0000024245
-152	26	0.0000015375
-151	31	0.0000018331
-150	25	0.0000014783
-149	40	0.0000023653
-148	39	0.0000023062
-147	46	0.0000027201
-146	41	0.0000024245
-145	45	0.0000026610
-144	24	0.0000014192
-143	23	0.0000013601
-142	36	0.0000021288
-141	24	0.0000014192
-140	28	0.0000016557
-139	25	0.0000014783
-138	9	0.0000005322
-137	20	0.0000011827
-136	21	0.0000012418
-135	18	0.0000010644
-134	19	0.0000011235
-133	32	0.0000018923
-132	2	0.0000001183
-131	20	0.0000011827
-130	15	0.0000008870
-129	23	0.0000013601
-128	11	0.0000006505
-127	24	0.0000014192
-126	9	0.0000005322
-125	13	0.0000007687
-124	10	0.0000005913
-123	11	0.0000006505
-122	11	0.0000006505
-121	24	0.0000014192
-120	21	0.0000012418
-119	17	0.0000010053
-118	28	0.0000016557
-117	36	0.0000021288
-116	24	0.0000014192
-115	14	0.0000008279
-114	41	0.0000024245
-113	41	0.0000024245
-112	42	0.0000024836
-111	45	0.0000026610
-110	62	0.0000036663
-109	68	0.0000040211
-108	73	0.0000043167
-107	76	0.0000044941
-106	90	0.0000053220
-105	55	0.0000032523
-104	48	0.0000028384
-103	52	0.0000030749
-102	39	0.0000023062
-101	48	0.0000028384
-100	73	0.0000043167
-99	43	0.0000025427
-98	38	0.0000022471
-97	41	0.0000024245
-96	22	0.0000013009
-95	49	0.0000028975
-94	41	0.0000024245
-93	56	0.0000033115
-92	50	0.0000029567
-91	54	0.0000031932
-90	43	0.0000025427
-89	25	0.0000014783
-88	27	0.0000015966
-87	38	0.0000022471
-86	27	0.0000015966
-85	47	0.0000027793
-84	22	0.0000013009
-83	38	0.0000022471
-82	24	0.0000014192
-81	26	0.0000015375
-80	23	0.0000013601
-79	29	0.0000017149
-78	31	0.0000018331
-77	29	0.0000017149
-76	22	0.0000013009
-75	19	0.0000011235
-74	32	0.0000018923
-73	42	0.0000024836
-72	14	0.0000008279
-71	21	0.0000012418
-70	9	0.0000005322
-69	51	0.0000030158
-68	44	0.0000026019
-67	106	0.0000062681
-66	32	0.0000018923
-65	27	0.0000015966
-64	31	0.0000018331
-63	13	0.0000007687
-62	28	0.0000016557
-61	25	0.0000014783
-60	27	0.0000015966
-59	32	0.0000018923
-58	18	0.0000010644
-57	39	0.0000023062
-56	47	0.0000027793
-55	76	0.0000044941
-54	106	0.0000062681
-53	92	0.0000054403
-52	73	0.0000043167
-51	23	0.0000013601
-50	39	0.0000023062
-49	27	0.0000015966
-48	64	0.0000037845
-47	61	0.0000036071
-46	108	0.0000063864
-45	85	0.0000050263
-44	95	0.0000056177
-43	69	0.0000040802
-42	41	0.0000024245
-41	49	0.0000028975
-40	34	0.0000020105
-39	13	0.0000007687
-38	9	0.0000005322
-37	18	0.0000010644
-36	12	0.0000007096
-35	16	0.0000009461
-34	19	0.0000011235
-33	31	0.0000018331
-32	19	0.0000011235
-31	18	0.0000010644
-30	15	0.0000008870
-29	31	0.0000018331
-28	29	0.0000017149
-27	46	0.0000027201
-26	23	0.0000013601
-25	20	0.0000011827
-24	30	0.0000017740
-23	40	0.0000023653
-22	38	0.0000022471
-21	103	0.0000060907
-20	80	0.0000047307
-19	87	0.0000051446
-18	108	0.0000063864
-17	174	0.0000102892
-16	258	0.0000152564
-15	329	0.0000194549
-14	608	0.0000359531
-13	589	0.0000348295
-12	390	0.0000230620
-11	402	0.0000237716
-10	456	0.0000269648
-9	515	0.0000304537
-8	609	0.0000360122
-7	704	0.0000416299
-6	1108	0.0000655198
-5	1995	0.0001179710
-4	2410	0.0001425114
-3	2528	0.0001494891
-2	2240	0.0001324587
-1	2328	0.0001376624
1	2980	0.0001762174
2	3303	0.0001953175
3	2457	0.0001452906
4	2695	0.0001593644
5	2248	0.0001329318
6	2091	0.0001236478
7	2042	0.0001207503
8	2045	0.0001209277
9	1976	0.0001168475
10	2453	0.0001450541
11	3274	0.0001936026
12	4100	0.0002424467
13	5432	0.0003212124
14	6272	0.0003708844
15	7152	0.0004229217
16	7892	0.0004666804
17	7911	0.0004678039
18	9576	0.0005662610
19	12539	0.0007414731
20	12579	0.0007438384
21	12071	0.0007137987
22	12949	0.0007657177
23	14926	0.0008826244
24	18457	0.0010914242
25	18392	0.0010875806
26	17490	0.0010342423
27	17049	0.0010081645
28	18189	0.0010755765
29	20485	0.0012113467
30	24825	0.0014679854
31	30697	0.0018152164
32	35306	0.0020877621
33	38826	0.0022959114
34	42356	0.0025046522
35	45039	0.0026633069
36	44448	0.0026283591
37	48907	0.0028920347
38	53633	0.0031714990
39	54468	0.0032208753
40	54437	0.0032190422
41	52358	0.0030961039
42	54323	0.0032123010
43	53740	0.0031778262
44	53569	0.0031677144
45	53206	0.0031462490
46	56057	0.0033148382
47	67761	0.0040069349
48	70591	0.0041742823
49	67988	0.0040203582
50	70880	0.0041913718
51	74348	0.0043964463
52	80063	0.0047343934
53	83885	0.0049604011
54	91206	0.0053933163
55	99316	0.0058728878
56	107695	0.0063683661
57	111816	0.0066120547
58	110807	0.0065523891
59	117435	0.0069443249
60	124189	0.0073437116
61	131800	0.0077937755
62	139335	0.0082393453
63	159776	0.0094480901
64	185951	0.0109959055
65	218371	0.0129130088
66	226661	0.0134032242
67	212440	0.0125622889
68	217222	0.0128450645
69	222380	0.0131500744
70	218773	0.0129367804
71	207271	0.0122566286
72	197924	0.0117039091
73	187785	0.0111043561
74	181620	0.0107397990
75	178864	0.0105768275
76	187821	0.0111064849
77	200754	0.0118712565
78	215073	0.0127179870
79	218255	0.0129061493
80	213839	0.0126450164
81	203230	0.0120176707
82	193918	0.0114670209
83	195061	0.0115346104
84	198221	0.0117214718
85	203905	0.0120575857
86	209789	0.0124055263
87	213958	0.0126520533
88	214974	0.0127121328
89	211686	0.0125177023
90	204949	0.0121193209
91	208327	0.0123190734
92	211473	0.0125051069
93	212304	0.0125542467
94	204664	0.0121024679
95	196180	0.0116007806
96	199180	0.0117781806
97	198682	0.0117487322
98	199208	0.0117798364
99	198567	0.0117419319
100	205780	0.0121684607
101	214142	0.0126629338
102	224679	0.0132860219
103	231002	0.0136599221
104	237121	0.0140217591
105	241102	0.0142571689
106	244908	0.0144822305
107	246907	0.0146004380
108	246060	0.0145503521
109	245231	0.0145013305
110	246598	0.0145821658
111	237478	0.0140428697
112	226042	0.0133666207
113	220764	0.0130545149
114	212474	0.0125642994
115	205994	0.0121811153
116	196930	0.0116451306
117	187623	0.0110947765
118	177794	0.0105135548
119	174440	0.0103152216
120	173104	0.0102362194
121	171025	0.0101132812
122	170187	0.0100637274
123	173638	0.0102677966
124	177274	0.0104828055
125	169738	0.0100371765
126	166683	0.0098565242
127	160260	0.0094767107
128	147152	0.0087015907
129	131400	0.0077701222
130	120132	0.0071038076
131	103255	0.0061058140
132	88395	0.0052270925
133	72401	0.0042813137
134	60289	0.0035650905
135	51776	0.0030616883
136	43119	0.0025497709
137	34333	0.0020302253
138	25602	0.0015139320
139	18401	0.0010881128
140	13774	0.0008145028
141	10511	0.0006215506
142	9170	0.0005422528
143	7903	0.0004673309
144	6097	0.0003605360
145	4666	0.0002759162
146	3202	0.0001893450
147	2345	0.0001386677
148	1425	0.0000842650
149	965	0.0000570637
150	836	0.0000494355
151	688	0.0000406837
152	563	0.0000332921
153	317	0.0000187453
154	240	0.0000141920
155	134	0.0000079239
156	70	0.0000041393
157	64	0.0000037845
158	50	0.0000029567
159	21	0.0000012418
160	8	0.0000004731
161	13	0.0000007687

LCZ_CLASS 6 (Open low-rise) total_pixels=11185948355
Temp(F)	Count	Probability
-189	18568589	0.0016599924
-188	21927	0.0000019602
-187	22136	0.0000019789
-186	22958	0.0000020524
-185	23560	0.0000021062
-184	24150	0.0000021590
-183	24461	0.0000021868
-182	24818	0.0000022187
-181	25737	0.0000023008
-180	26287	0.0000023500
-179	26589	0.0000023770
-178	28125	0.0000025143
-177	28842	0.0000025784
-176	29914	0.0000026742
-175	31125	0.0000027825
-174	32252	0.0000028833
-173	32939	0.0000029447
-172	33358	0.0000029821
-171	33571	0.0000030012
-170	34281	0.0000030646
-169	34873	0.0000031176
-168	35834	0.0000032035
-167	36395	0.0000032536
-166	36395	0.0000032536
-165	36674	0.0000032786
-164	36983	0.0000033062
-163	38130	0.0000034087
-162	38960	0.0000034829
-161	39619	0.0000035419
-160	40166	0.0000035908
-159	39815	0.0000035594
-158	41158	0.0000036794
-157	41091	0.0000036734
-156	41605	0.0000037194
-155	40759	0.0000036438
-154	41347	0.0000036963
-153	41175	0.0000036810
-152	42343	0.0000037854
-151	41856	0.0000037418
-150	41675	0.0000037257
-149	42393	0.0000037898
-148	43205	0.0000038624
-147	44026	0.0000039358
-146	45069	0.0000040291
-145	45140	0.0000040354
-144	46597	0.0000041657
-143	48195	0.0000043085
-142	49826	0.0000044543
-141	51637	0.0000046162
-140	52409	0.0000046853
-139	54483	0.0000048707
-138	54593	0.0000048805
-137	56866	0.0000050837
-136	58587	0.0000052376
-135	61072	0.0000054597
-134	62949	0.0000056275
-133	65305	0.0000058381
-132	65990	0.0000058994
-131	66740	0.0000059664
-130	67854	0.0000060660
-129	69443	0.0000062081
-128	70497	0.0000063023
-127	69598	0.0000062219
-126	71444	0.0000063869
-125	71937	0.0000064310
-124	73394	0.0000065613
-123	72529	0.0000064839
-122	74309	0.0000066431
-121	74348	0.0000066466
-120	76661	0.0000068533
-119	78146	0.0000069861
-118	79160	0.0000070767
-117	80824	0.0000072255
-116	82706	0.0000073937
-115	84955	0.0000075948
-114	87269	0.0000078017
-113	89702	0.0000080192
-112	91797	0.0000082065
-111	94305	0.0000084307
-110	92872	0.0000083026
-109	94788	0.0000084738
-108	93021	0.0000083159
-107	95428	0.0000085311
-106	98088	0.0000087689
-105	100572	0.0000089909
-104	101935	0.0000091128
-103	101578	0.0000090809
-102	103239	0.0000092293
-101	104909	0.0000093786
-100	108314	0.0000096830
-99	107782	0.0000096355
-98	109508	0.0000097898
-97	108521	0.0000097015
-96	110746	0.0000099005
-95	113376	0.0000101356
-94	117511	0.0000105052
-93	117399	0.0000104952
-92	118379	0.0000105828
-91	121598	0.0000108706
-90	123086	0.0000110036
-89	127888	0.0000114329
-88	127634	0.0000114102
-87	130183	0.0000116381
-86	127932	0.0000114368
-85	131159	0.0000117253
-84	134193	0.0000119966
-83	140615	0.0000125707
-82	143513	0.0000128298
-81	147329	0.0000131709
-80	156180	0.0000139622
-79	164591	0.0000147141
-78	173060	0.0000154712
-77	186069	0.0000166342
-76	194256	0.0000173661
-75	202259	0.0000180815
-74	210412	0.0000188104
-73	221997	0.0000198461
-72	237103	0.0000211965
-71	239219	0.0000213857
-70	234019	0.0000209208
-69	228184	0.0000203992
-68	223858	0.0000200124
-67	221483	0.0000198001
-66	213643	0.0000190992
-65	212248	0.0000189745
-64	212836	0.0000190271
-63	212080	0.0000189595
-62	215490	0.0000192643
-61	213456	0.0000190825
-60	208789	0.0000186653
-59	213131	0.0000190535
-58	214781	0.0000192010
-57	221775	0.0000198262
-56	220264	0.0000196911
-55	221822	0.0000198304
-54	228304	0.0000204099
-53	233975	0.0000209169
-52	234894	0.0000209990
-51	232554	0.0000207898
-50	236641	0.0000211552
-49	242438	0.0000216734
-48	258916	0.0000231465
-47	268654	0.0000240171
-46	280372	0.0000250647
-45	287633	0.0000257138
-44	306885	0.0000274349
-43	319976	0.0000286052
-42	340634	0.0000304520
-41	357970	0.0000320018
-40	364561	0.0000325910
-39	365932	0.0000327135
-38	366338	0.0000327498
-37	372134	0.0000332680
-36	378546	0.0000338412
-35	397204	0.0000355092
-34	411683	0.0000368036
-33	411559	0.0000367925
-32	395106	0.0000353216
-31	396163	0.0000354161
-30	401915	0.0000359303
-29	413449	0.0000369615
-28	422871	0.0000378038
-27	434027	0.0000388011
-26	442067	0.0000395198
-25	443871	0.0000396811
-24	470831	0.0000420913
-23	504200	0.0000450744
-22	530951	0.0000474659
-21	543739	0.0000486091
-20	554817	0.0000495995
-19	575713	0.0000514675
-18	602079	0.0000538246
-17	628216	0.0000561612
-16	664374	0.0000593936
-15	680659	0.0000608495
-14	693527	0.0000619998
-13	696810	0.0000622933
-12	682851	0.0000610454
-11	673103	0.0000601740
-10	680377	0.0000608243
-9	740558	0.0000662043
-8	815435	0.0000728982
-7	943391	0.0000843371
-6	982883	0.0000878677
-5	939246	0.0000839666
-4	881556	0.0000788092
-3	881617	0.0000788147
-2	911012	0.0000814425
-1	1039756	0.0000929520
1	1953018	0.0001745957
2	2191631	0.0001959272
3	2290387	0.0002047557
4	2473882	0.0002211598
5	2814809	0.0002516379
6	3098987	0.0002770428
7	3260696	0.0002914993
8	3475731	0.0003107230
9	3596803	0.0003215465
10	3674254	0.0003284705
11	3916656	0.0003501407
12	4415817	0.0003947647
13	5013208	0.0004481701
14	5486721	0.0004905012
15	5939444	0.0005309737
16	6419389	0.0005738797
17	6499897	0.0005810770
18	6633021	0.0005929780
19	6826354	0.0006102615
20	7557046	0.0006755838
21	8877166	0.0007935998
22	10746758	0.0009607373
23	11908425	0.0010645879
24	12339021	0.0011030822
25	12689074	0.0011343762
26	13276093	0.0011868545
27	13794558	0.0012332042
28	14140007	0.0012640866
29	14610728	0.0013061680
30	15864578	0.0014182595
31	18412800	0.0016460652
32	21086244	0.0018850654
33	23628497	0.0021123374
34	25437316	0.0022740420
35	28025348	0.0025054065
36	30285546	0.0027074634
37	32484225	0.0029040206
38	33978874	0.0030376391
39	36208011	0.0032369192
40	38738924	0.0034631774
41	41706923	0.0037285102
42	45855214	0.0040993586
43	49388877	0.0044152606
44	53505225	0.0047832534
45	56710787	0.0050698238
46	60497994	0.0054083920
47	63084272	0.0056395998
48	67705474	0.0060527254
49	73590262	0.0065788130
50	80395399	0.0071871777
51	84993134	0.0075982055
52	90376306	0.0080794496
53	95050942	0.0084973521
54	98758886	0.0088288344
55	103072515	0.0092144637
56	104900339	0.0093778673
57	107801377	0.0096372139
58	110662612	0.0098930022
59	114949507	0.0102762415
60	116732683	0.0104356537
61	120095604	0.0107362917
62	122741923	0.0109728669
63	127121327	0.0113643764
64	129686869	0.0115937304
65	133701489	0.0119526288
66	136038993	0.0121615967
67	136816559	0.0122311095
68	138775839	0.0124062649
69	137756500	0.0123151382
70	137663140	0.0123067920
71	136050028	0.0121625832
72	136792856	0.0122289905
73	136531358	0.0122056131
74	138533321	0.0123845844
75	138897305	0.0124171238
76	141200220	0.0126229995
77	141859610	0.0126819475
78	144352517	0.0129048081
79	145381192	0.0129967695
80	148069220	0.0132370735
81	149765253	0.0133886952
82	150060715	0.0134151089
83	151879648	0.0135777176
84	151909781	0.0135804114
85	154597845	0.0138207186
86	156161723	0.0139605260
87	159981155	0.0143019751
88	161937856	0.0144769000
89	165676214	0.0148111013
90	166687185	0.0149014799
91	169415669	0.0151454006
92	169788106	0.0151786957
93	171890718	0.0153666647
94	172548229	0.0154254448
95	171310381	0.0153147838
96	171303773	0.0153141931
97	168332087	0.0150485307
98	166587949	0.0148926085
99	162309321	0.0145101082
100	159767581	0.0142828821
101	155108098	0.0138663342
102	152089833	0.0135965077
103	147172408	0.0131569004
104	144236510	0.0128944373
105	139235930	0.0124473961
106	135714797	0.0121326143
107	131257407	0.0117341331
108	126266018	0.0112879135
109	122708066	0.0109698402
110	117742813	0.0105259571
111	114274444	0.0102158923
112	109332863	0.0097741255
113	105435834	0.0094257394
114	100059244	0.0089450837
115	95794640	0.0085638371
116	90089318	0.0080537935
117	85442038	0.0076383365
118	80005598	0.0071523304
119	75880768	0.0067835793
120	71582757	0.0063993463
121	66899719	0.0059806926
122	63142820	0.0056448339
123	58873555	0.0052631706
124	55778372	0.0049864679
125	51991569	0.0046479357
126	48895836	0.0043711838
127	45337564	0.0040530818
128	42238527	0.0037760345
129	38387217	0.0034317356
130	35210510	0.0031477447
131	31849907	0.0028473140
132	29110295	0.0026023985
133	26005704	0.0023248546
134	23131875	0.0020679404
135	20021704	0.0017898978
136	16985157	0.0015184369
137	14305023	0.0012788386
138	11592336	0.0010363302
139	9503533	0.0008495956
140	7703185	0.0006886484
141	6361363	0.0005686923
142	5224923	0.0004670970
143	4241250	0.0003791587
144	3182405	0.0002845002
145	2291947	0.0002048952
146	1607842	0.0001437377
147	1142970	0.0001021791
148	806352	0.0000720862
149	580416	0.0000518880
150	400930	0.0000358423
151	258736	0.0000231304
152	173193	0.0000154831
153	122270	0.0000109307
154	98889	0.0000088405
155	84527	0.0000075565
156	70884	0.0000063369
157	57766	0.0000051642
158	50085	0.0000044775
159	33375	0.0000029837
160	16039	0.0000014339
161	6630	0.0000005927
162	3334	0.0000002981
163	1470	0.0000001314
164	679	0.0000000607
165	363	0.0000000325
166	236	0.0000000211
167	139	0.0000000124
168	56	0.0000000050
169	50	0.0000000045
170	59	0.0000000053
171	18	0.0000000016
172	17	0.0000000015
173	19	0.0000000017
174	5	0.0000000004
175	15	0.0000000013
176	11	0.0000000010
177	4	0.0000000004
178	7	0.0000000006
180	1	0.0000000001
181	10	0.0000000009
182	2	0.0000000002
183	6	0.0000000005
184	7	0.0000000006
185	2	0.0000000002
186	5	0.0000000004
187	8	0.0000000007
189	3	0.0000000003
191	6	0.0000000005
192	2	0.0000000002

LCZ_CLASS 8 (Large low-rise) total_pixels=737551075
Temp(F)	Count	Probability
-189	702117	0.0009519571
-188	228	0.0000003091
-187	237	0.0000003213
-186	260	0.0000003525
-185	256	0.0000003471
-184	293	0.0000003973
-183	243	0.0000003295
-182	287	0.0000003891
-181	238	0.0000003227
-180	301	0.0000004081
-179	357	0.0000004840
-178	312	0.0000004230
-177	335	0.0000004542
-176	308	0.0000004176
-175	263	0.0000003566
-174	324	0.0000004393
-173	297	0.0000004027
-172	382	0.0000005179
-171	379	0.0000005139
-170	315	0.0000004271
-169	289	0.0000003918
-168	291	0.0000003945
-167	336	0.0000004556
-166	351	0.0000004759
-165	336	0.0000004556
-164	412	0.0000005586
-163	383	0.0000005193
-162	349	0.0000004732
-161	384	0.0000005206
-160	447	0.0000006061
-159	469	0.0000006359
-158	526	0.0000007132
-157	543	0.0000007362
-156	523	0.0000007091
-155	636	0.0000008623
-154	638	0.0000008650
-153	620	0.0000008406
-152	596	0.0000008081
-151	591	0.0000008013
-150	655	0.0000008881
-149	606	0.0000008216
-148	652	0.0000008840
-147	682	0.0000009247
-146	727	0.0000009857
-145	589	0.0000007986
-144	605	0.0000008203
-143	557	0.0000007552
-142	488	0.0000006616
-141	564	0.0000007647
-140	566	0.0000007674
-139	502	0.0000006806
-138	519	0.0000007037
-137	546	0.0000007403
-136	553	0.0000007498
-135	550	0.0000007457
-134	637	0.0000008637
-133	684	0.0000009274
-132	620	0.0000008406
-131	674	0.0000009138
-130	624	0.0000008460
-129	608	0.0000008243
-128	574	0.0000007783
-127	618	0.0000008379
-126	634	0.0000008596
-125	621	0.0000008420
-124	676	0.0000009165
-123	764	0.0000010359
-122	637	0.0000008637
-121	686	0.0000009301
-120	636	0.0000008623
-119	696	0.0000009437
-118	775	0.0000010508
-117	774	0.0000010494
-116	798	0.0000010820
-115	920	0.0000012474
-114	987	0.0000013382
-113	978	0.0000013260
-112	995	0.0000013491
-111	1161	0.0000015741
-110	1123	0.0000015226
-109	1113	0.0000015090
-108	1039	0.0000014087
-107	1005	0.0000013626
-106	1122	0.0000015213
-105	1424	0.0000019307
-104	1419	0.0000019239
-103	1388	0.0000018819
-102	1315	0.0000017829
-101	1180	0.0000015999
-100	1095	0.0000014846
-99	1255	0.0000017016
-98	1345	0.0000018236
-97	1175	0.0000015931
-96	1155	0.0000015660
-95	1219	0.0000016528
-94	1064	0.0000014426
-93	1157	0.0000015687
-92	1290	0.0000017490
-91	1630	0.0000022100
-90	1605	0.0000021761
-89	1626	0.0000022046
-88	1776	0.0000024080
-87	1871	0.0000025368
-86	2038	0.0000027632
-85	1755	0.0000023795
-84	1666	0.0000022588
-83	1551	0.0000021029
-82	1416	0.0000019199
-81	1429	0.0000019375
-80	1711	0.0000023198
-79	1886	0.0000025571
-78	1800	0.0000024405
-77	1995	0.0000027049
-76	2379	0.0000032255
-75	2583	0.0000035021
-74	3214	0.0000043577
-73	3115	0.0000042234
-72	3295	0.0000044675
-71	3524	0.0000047780
-70	3660	0.0000049624
-69	4052	0.0000054939
