LST Temperature Distribution Statistics
==================================================

Total files processed: 1,811,272
Total pixels (excluding 0°F): 22,134,369,574

Min temperature: -189°F
Max temperature: 211°F
Mean temperature: 84.27°F
Median temperature: 85°F
Mode temperature: 89°F
Std deviation: 29.61°F

Percentiles:
  10th: 51°F
  25th: 66°F
  50th: 85°F
  75th: 104°F
  90th: 121°F

==================================================
Full Histogram Data
Temp(°F)	Count		Probability
--------------------------------------------------
6		6,687,498		0.00030213
7		6,435,962		0.00029077
8		6,472,710		0.00029243
9		6,525,365		0.00029481
10		6,434,344		0.00029069
11		6,754,415		0.00030516
12		7,826,022		0.00035357
13		8,929,130		0.00040341
14		9,645,440		0.00043577
15		9,948,900		0.00044948
16		10,493,584		0.00047409
17		10,831,234		0.00048934
18		11,395,308		0.00051482
19		12,091,541		0.00054628
20		14,048,469		0.00063469
21		16,700,032		0.00075448
22		18,984,842		0.00085771
23		20,147,106		0.00091022
24		20,985,736		0.00094811
25		21,421,466		0.00096779
26		22,748,678		0.00102775
27		24,605,197		0.00111163
28		26,070,994		0.00117785
29		28,734,290		0.00129818
30		31,255,320		0.00141207
31		36,587,154		0.00165296
32		43,714,099		0.00197494
33		47,944,312		0.00216606
34		51,763,802		0.00233862
35		55,332,810		0.00249986
36		57,005,442		0.00257543
37		59,242,241		0.00267648
38		62,218,734		0.00281096
39		67,461,422		0.00304781
40		72,502,195		0.00327555
41		77,665,614		0.00350882
42		85,132,479		0.00384617
43		90,827,939		0.00410348
44		98,760,930		0.00446188
45		106,472,252		0.00481027
46		114,927,802		0.00519228
47		121,931,391		0.00550869
48		132,489,709		0.00598570
49		142,506,828		0.00643826
50		154,691,491		0.00698875
51		163,021,106		0.00736507
52		172,606,469		0.00779812
53		180,839,336		0.00817007
54		187,992,665		0.00849325
55		196,754,265		0.00888908
56		199,502,795		0.00901326
57		210,031,648		0.00948894
58		218,436,703		0.00986867
59		228,996,685		0.01034575
60		230,665,178		0.01042113
61		237,091,158		0.01071145
62		244,724,710		0.01105632
63		255,201,905		0.01152967
64		261,793,910		0.01182748
65		271,549,964		0.01226825
66		278,993,685		0.01260455
67		281,980,067		0.01273947
68		285,372,456		0.01289273
69		283,307,887		0.01279946
70		285,363,255		0.01289231
71		284,645,948		0.01285991
72		286,792,859		0.01295690
73		285,792,272		0.01291170
74		289,034,733		0.01305819
75		286,985,938		0.01296563
76		288,909,317		0.01305252
77		289,657,794		0.01308634
78		293,539,672		0.01326171
79		293,076,033		0.01324077
80		296,869,227		0.01341214
81		300,753,645		0.01358763
82		302,268,952		0.01365609
83		304,020,469		0.01373522
84		301,344,003		0.01361430
85		303,175,634		0.01369705
86		304,005,869		0.01373456
87		308,227,622		0.01392529
88		308,207,005		0.01392436
89		311,048,022		0.01405272
90		308,870,895		0.01395436
91		309,264,212		0.01397213
92		304,613,407		0.01376201
93		303,834,943		0.01372684
94		301,155,871		0.01360580
95		295,871,230		0.01336705
96		293,654,991		0.01326692
97		286,626,709		0.01294940
98		282,394,059		0.01275817
